username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,data,,,,,
";2018-01-28 07:32;1;2;""[INSTAGRAM] http://lnk.al/62sN The Ministry # Prayer on the # Mayon Volcano Eruption Have # ABlessedSunday too.pic.twitter.com/EHTSi7UBAm"";;;# # #;""957395881325711361"";https://twitter.com/josereyalo/status/957395881325711361",,,,,,
";2018-01-28 00:24;5;3;""Photo de la semaine : la Croix-Rouge philippine assiste les personnes touchées par l'éruption du # volcan # Mayon"," notamment en offrant un soutien psychosocial aux enfants. Photo : @ philredcross # Philippinespic.twitter.com/hGWqYO38BJ"";;@;# # #;""957288088371449866"";https://twitter.com/CroixRouge_Qc/status/957288088371449866",,,,,
";2018-01-27 19:34;1;1;""# mariage # Philippines L'éruption spectaculaire du # volcan # Mayon comme décor # weddingPhotography...https://fb.me/GKEHWGox"";;;# # # # #;""957215255494647809"";https://twitter.com/Mariage_Info/status/957215255494647809",,,,,,
";2018-01-27 06:52;0;0;""RT: Canadian Red Cross: Photo of the week: The Philippine Red Cross is assisting people affected by the eruption of the # Mayon # volcano Photo: @ philredcross # MayonEruption2018 # Philippines https://twitter.com/redcrosscanada/status/956966217922830337#labnol …pic.twitter.com/ThhXX6jWvY"";;@;# # # # #labnol;""957023474849116160"";https://twitter.com/HoneymoonGondol/status/957023474849116160",,,,,,
";2018-01-27 03:45;0;0;""RT: Canadian Red Cross: Photo of the week: The Philippine Red Cross is assisting people affected by the eruption of the # Mayon # volcano Photo: @ philredcross # MayonEruption2018 # Philippines https://twitter.com/redcrosscanada/status/956966217922830337#labnol …pic.twitter.com/I7XC7Gp4W7"";;@;# # # # #labnol;""956976394864558082"";https://twitter.com/HoneymoonGondol/status/956976394864558082",,,,,,
";2018-01-27 03:05;5;9;""Photo of the week: The Philippine Red Cross is assisting people affected by the eruption of the # Mayon # volcano Photo: @ philredcross # MayonEruption2018 # Philippinespic.twitter.com/tKw8KhRnlV"";;@;# # # #;""956966217922830337"";https://twitter.com/redcrosscanada/status/956966217922830337",,,,,,
";2018-01-26 21:10;0;1;""“The show must go on!” aka power failure during the UN Humanitarian Country Team’s pre-deployment briefing for the # Mayon Volcano Eruption rapid assessment mission pic.twitter.com/Rn2dLV7iiM"";;;#;""956877102065729536"";https://twitter.com/hoshiboy/status/956877102065729536",,,,,,
";2018-01-26 20:12;0;1;""@ DOHgovph Assistant Secretary Nestor Santiago during the distribution of @ UNFPA dignity kits for women and girls displaced by # Mayon Volcano eruption pic.twitter.com/gNhWZ2VLc5"";;@ @;#;""956862396760408065"";https://twitter.com/UNFPAph/status/956862396760408065",,,,,,
";2018-01-26 19:54;44;50;""Time lapse showing the eruption of the # mayon # volcano in the Philippines over just 1 hour period. Thousands have been evacuated. Source: @ cnni # MayonEruption # ExtremeWeatherpic.twitter.com/obtgVPZCio"";;@;# # # #;""956857903834689536"";https://twitter.com/StormchaserUKEU/status/956857903834689536",,,,,,
";2018-01-26 19:39;0;0;""A snapshot of what you want to know about the # RingofFire # volnano # eruption # Mayon # Philippines https://sg.news.yahoo.com/volcanos-earthquakes-ring-fire-alight-071127161.html?soc_src=social-sh&soc_trk=fb …"";;;# # # # #;""956854144354066432"";https://twitter.com/mabbugao/status/956854144354066432",,,,,,
";2018-01-26 19:29;8;12;""UNFPA dignity kits reach pregnant women and new mothers displaced by # Mayon Volcano eruption. Read more: http://bit.ly/2rEFo7J pic.twitter.com/r9pNTRCjBS"";;;#;""956851655533780993"";https://twitter.com/UNFPAph/status/956851655533780993",,,,,,
";2018-01-26 19:15;0;1;""81 618 people evacuated around erupting Mount Mayon"," Philippines http://dlvr.it/QCqlcb # volcano # eruption # Mayon # Philippines"";;;# # # #;""956847965758459904"";https://twitter.com/NewsKali/status/956847965758459904",,,,,
";2018-01-26 18:03;126;161;""Spectaculaire vidéo accélérée de l'éruption du volcan # Mayon aux # Philippines ces derniers jours ( @ thetimes).pic.twitter.com/OHaZuKRChH"";;@;# #;""956829822554181632"";https://twitter.com/KeraunosObs/status/956829822554181632",,,,,,
";2018-01-26 17:30;3;1;""# Philippines 81 618 personnes évacuées suite à l'éruption du # volcan # Mayon v @ brutnaturefrpic.twitter.com/AQg9MFjwq8"";;@;# # #;""956821550321172480"";https://twitter.com/AsiaNews_FR/status/956821550321172480",,,,,,
";2018-01-26 17:04;25;18;""81 618 people evacuated around erupting Mount Mayon"," Philippines http://dlvr.it/QCqlcb # volcano # eruption # Mayon # Philippines"";;;# # # #;""956815003843047424"";https://twitter.com/TheWatchers_/status/956815003843047424",,,,,
";2018-01-26 12:55;0;0;""# Mayon Volcano ""Afternoon Eruption"" Jan 26"," 2017 2:30 pm LVWOTWoF # Volcanowatch # VolcanoReport: http://youtu.be/hIMocGvFklA?a via @ YouTube"";;@;# # #;""956752310109024257"";https://twitter.com/MeMy_SelfAndi/status/956752310109024257",,,,,
";2018-01-26 10:52;0;1;""LOOK: Content Of DSWD Family Food Packs For Albay Evacuees Due To Mayon Volcano Eruption https://newsfeed.ph/news/dswd-relief-goods-content-albay-evacuees-due-mayon-eruption/ … # DSWD # Mayon # MayonVolcano # Albay # DSWDFamilyFoodPackpic.twitter.com/aEQwWZMPuF"";;;# # # # #;""956721394733039616"";https://twitter.com/JhenB1/status/956721394733039616",,,,,,
";2018-01-26 10:04;5;8;""Heavy fall of ash hit urban areas of Guinobatan", Camalig, Ligao and Daraga amid the continued eruption of # Mayon volcano," Philippines most active volcano # AshfallHazardsMappic.twitter.com/MfcvljPujY"";;;# #;""956709313954762752"";https://twitter.com/jaimessincioco/status/956709313954762752",,,
";2018-01-26 07:32;0;0;""I have visited Albay several times", for work or pleasure. And the beauty of Mayon never fails to amaze me. Now," it is unleashing its fury and I pray for all the people there affected by its eruption. # mayon # volcano # albay # philippines # picoftheday # pho… http://ift.tt/2Bt5xWE pic.twitter.com/VHlDNADkVc"";;;# # # # # #;""956671178667683847"";https://twitter.com/firsttimetravel/status/956671178667683847",,,,
";2018-01-26 07:30;0;0;""Let's comtinue to pray for the people near this beautiful yet dangerous creation. Alert Level 4 as of this week. # pray # mayon # volcano # eruption # nature # peace # calm # natureswrath # dangerouslybeautiful # naturelover # creation # prayer # photography # FlashbackFridaypic.twitter.com/7xiRwmQlvS"";;;# # # # # # # # # # # # # #;""956670692149231616"";https://twitter.com/DizonAlain/status/956670692149231616",,,,,,
";2018-01-26 02:04;0;0;""The # Mayon volcano in the Philippines is threatening a major eruption https://www.vox.com/science-and-health/2018/1/24/16924312/earthquake-volcano-mayon-philippines-japan?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=twitter …"";;;#;""956588660014673922"";https://twitter.com/elizabarclay/status/956588660014673922",,,,,,
";2018-01-26 00:32;0;1;""Explosions on Monday shook Mt. # Mayon", the country's most active volcano, displacing close to 40,000 residents in the central province of Albay. The alert for Mayon is level 4," signifying a hazardous eruption could be ""weeks or even days"" away. - https://balitangamerica.tv/after-mt-mayon-volcano-explosion-bicolanos-worry/ …"";;;#;""956565327327973376"";https://twitter.com/balitangamerica/status/956565327327973376",,
";2018-01-26 00:06;0;0;""# Mayon volcano eruption pic.twitter.com/FWRWDCwAkK"";;;#;""956558937981161473"";https://twitter.com/discjocke52/status/956558937981161473",,,,,,
";2018-01-25 23:33;2;4;""Spectacle for tourists? I think locals also may enjoy the natural beauty"," even though they are the ones affected by # Mayon's eruption. https://twitter.com/gmanews/status/956125164206399488 …"";;;#;""956550721024987136"";https://twitter.com/volcanohotspot/status/956550721024987136",,,,,
";2018-01-25 23:24;10;8;""The Weekly Volcanic Activity Report: January 17 - 23"," 2018 http://dlvr.it/QCkPKy # volcano # eruption # Kadovar # KusatsuShirane # Mayon"";;;# # # # #;""956548232049434625"";https://twitter.com/TheWatchers_/status/956548232049434625",,,,,
";2018-01-25 23:18;0;1;""Sporadic lava fountaining and lava spattering from the summit crater of the restive # Mayon volcano observed between 2:02 AM to 3:16 AM on 25 January 2018 - Gezer Villanueva's photo posted by Joey Sarte Salceda # eruption pic.twitter.com/McDxgvzK4s"";;;# #;""956546710679031809"";https://twitter.com/NewsKali/status/956546710679031809",,,,,,
";2018-01-25 21:52;16;9;""Recent Rings Of fire # Earthquake Activities. 1. # Indonesia Mount # Sinabung Eruption 2. Indonesia West Java 6.0 3. Indonesia Mount # Agung erupts 4. # Philippines Mount # mayon Volcano eruptions 5. # Japan # Kusatsu-Shirane # Eruption 6 # USA Alaska 7.9pic.twitter.com/PfPR9beia4"";;;# # # # # # # # # #;""956525217085452290"";https://twitter.com/Untold_Book/status/956525217085452290",,,,,,
";2018-01-25 20:47;10;20;""Eruption of # Mayon volcano as of 5:50 PM "," 25 January 2018 as seen from Legaspi city - Paulo Manallo's photo as posted by Joey Sarte Salceda # MayonEruptionpic.twitter.com/ZkM0piFDfR"";;;# #;""956508928354873344"";https://twitter.com/jaimessincioco/status/956508928354873344",,,,,
";2018-01-25 19:09;0;0;""# MayonVolcano # eruption # Philippines As tourists flock to watch nature's fury on mount # Mayon"," the government is planning to forcibly evacuate residents within the danger zone to avoid casualties https://twitter.com/STcom/status/956480328482226178 …"";;;# # # #;""956484163749650432"";https://twitter.com/mabbugao/status/956484163749650432",,,,,
";2018-01-25 18:51;0;0;""Another # eruption of # Mayon Volcano. https://fb.me/a6eGmf1A0"";;;# #;""956479556558381056"";https://twitter.com/SeverinoPlanas/status/956479556558381056",,,,,,
";2018-01-25 18:38;3;4;""Der aktivste # Vulkan der # Philippinen spuckt wieder gewaltige Lavamengen aus - es droht eine gefährliche Eruption. # Mayon http://www.tagesspiegel.de/weltspiegel/philippinen-tausende-fliehen-vor-lavastrom-des-mayon/20885406.html …"";;;# # #;""956476238658289665"";https://twitter.com/Tagesspiegel/status/956476238658289665",,,,,,
";2018-01-25 18:06;0;0;""Here's another video of # Mayon eruption happening now! https://fb.me/8bmFjBjlK"";;;#;""956468362019778561"";https://twitter.com/PhAftermath/status/956468362019778561",,,,,,
";2018-01-25 17:18;3;5;""# LibrengTawag", Charging, and Wi-Fi services are available at the following evacuation centers to serve those affected by # Mayon eruption: Albay Central School, Daraga; Guinobatan East ES; Bagumbayan Central School, Legazpi; San Andres ES, Malilipot; San Jose ES," Sto. Domingo. pic.twitter.com/apfilDt9ov"";;;# #;""956456244797059072"";https://twitter.com/SmartNewsroom/status/956456244797059072"
";2018-01-25 15:22;69;122;""Aux # Philippines"," le ciel étoilé nocturne a permis l'observation très spectaculaire de l'éruption du # Mayon avant-hier. Photo Joshua Eric Velasco Dandal : https://www.facebook.com/profile.php?id=100009528194224&fref=mentions … # volcanpic.twitter.com/Qqn3K6vIkM"";;;# # #;""956427160956424192"";https://twitter.com/KeraunosObs/status/956427160956424192",,,,,
";2018-01-25 14:32;42;70;""Sporadic lava fountaining and lava spattering from the summit crater of the restive # Mayon volcano observed between 2:02 AM to 3:16 AM on 25 January 2018 - Gezer Villanueva's photo posted by Joey Sarte Salceda # eruption pic.twitter.com/rExZGcDYY8"";;;# #;""956414401342423040"";https://twitter.com/jaimessincioco/status/956414401342423040",,,,,,
";2018-01-25 12:26;3;1;""Here is the latest update on the eruption of # Mayon volcano: http://snstr.co/3pa pic.twitter.com/NsVgQ6UH31"";;;#;""956382686813216769"";https://twitter.com/sunstarcebu/status/956382686813216769",,,,,,
";2018-01-25 11:17;0;0;""Mount # Mayon Morning Eruption 1-25-17 8:41 am LVWOTWoF # Volcanowatch # VolcanoReport # LiveVolcanoes: http://youtu.be/_8scmwhg5j0?a via"";;;# # # #;""956365392284446721"";https://twitter.com/MeMy_SelfAndi/status/956365392284446721",,,,,,
";2018-01-25 07:08;1;2;""Incredible reports emerging from the Philippines re: the eruption of # Mayon. This particular article outlines some of the many problems faced during evacuations"," including continuation of school + rescue of livestock https://phys.org/news/2018-01-philippines-braces-emergency-volcano-erupts.html …"";;;#;""956302719584800768"";https://twitter.com/fLip_uk/status/956302719584800768",,,,,
";2018-01-25 04:28;0;0;""More than 26",000 people in Albay, Philippines have been evacuated from the 8km danger zone," as the Mayon volcano eruption continues. Photograph: Francis R Malasig/EPA # albay # philippines # mayon # asia # volcano # news # photopic.twitter.com/4oPRI14KFY"";;;# # # # # # #;""956262362285248518"";https://twitter.com/cerebrallemon/status/956262362285248518",,,
";2018-01-25 03:00;0;0;""# Mayon Volcano in the # Philippines began erupting again. A hazardous volcanic eruption might be imminent and people are evacuating the area. Study"," quiz and learn # Asia countries and capitals on iPhone or iPad! https://bit.ly/SFApp-AS pic.twitter.com/a20Zr78pOW"";;;# # #;""956240185909428224"";https://twitter.com/AsiaTrivia/status/956240185909428224",,,,,
";2018-01-24 23:12;0;0;""Ash fallout masked # Mayon volcano eruption evacuees in Albay"," Philippines Credit: Zuma/Alamy http://bit.ly/2ryNfDN pic.twitter.com/0jMMYhPa1k"";;;#;""956182872657887232"";https://twitter.com/AlamyNews/status/956182872657887232",,,,,
";2018-01-24 23:08;24;33;""New: The eruption at # Mayon is now producing lava flows", lava fountains," ash and pyroclastic flows. Some concern that it might getting more intense: http://blogs.discovermagazine.com/rockyplanet/2018/01/24/mayons-new-eruptions-getting-spectacular/ …"";;;#;""956181959780298754"";https://twitter.com/eruptionsblog/status/956181959780298754",,,,
";2018-01-24 23:02;0;1;""Alerte sur une possible éruption du volcan # Mayon aux # Philippineshttps://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays/philippines/ …"";;;# #;""956180361087733760"";https://twitter.com/WagramVoyages/status/956180361087733760",,,,,,
";2018-01-24 22:56;10;5;""Ce n'est pas seulement # Mayon aux # Philippines et # Agung en # Indonésie Au moins 5 volcans en Asie sont entrés en éruption au cours des quatre derniers mois v @ ChannelNewsAsia http://cna.asia/2rCk7ez pic.twitter.com/HnaFMYV7IW"";;@;# # # #;""956178806460395525"";https://twitter.com/AsiaNews_FR/status/956178806460395525",,,,,,
";2018-01-24 21:41;1;2;""# Philippines : les images fascinantes de l'éruption du volcan # Mayon https://fb.me/2qVEz1FcP"";;;# #;""956159961561788417"";https://twitter.com/ledauphine/status/956159961561788417",,,,,,
";2018-01-24 20:17;0;0;""Yesterday # Mayon Volcano in the # Philippines began erupting again. A hazardous volcanic eruption might be imminent and people are evacuating the area. Study"," quiz and learn # Asia countries and capitals on iPhone or iPad! https://bit.ly/SFApp-AS pic.twitter.com/7omD9PCiA9"";;;# # #;""956138883506495488"";https://twitter.com/AsiaTrivia/status/956138883506495488",,,,,
";2018-01-24 19:48;0;0;""Latest Mount # Mayon # Volcano Eruption Update: Ash And Lava Choke The # Philippines https://www.forbes.com/sites/trevornace/2018/01/22/mount-mayon-volcano-eruption-update-philippines/#5afb65fa3796 … # science # geology # geography"";;;# # # #5afb65fa3796 # # #;""956131507101421568"";https://twitter.com/MWNautilus/status/956131507101421568",,,,,,
";2018-01-24 19:34;0;0;""Totoo ba tong eruption na to? Medyo malaswa ang datingan # Mayon pic.twitter.com/CRDJGbLvbr"";;;#;""956128026055516162"";https://twitter.com/jonnie_cabatbat/status/956128026055516162",,,,,,
";2018-01-24 17:24;0;1;""Mayon volcano eruption: Lava spewed 3km from crater as 50","000 take cover in shelters. Mayon Solutions eruption: Thousands solutions generated for your IT business. https://goo.gl/ENr3pL # mayon # corporate # billing # legal # banks # ICO # initialcoinoffering # fintech # ITpic.twitter.com/JYVV3aMwXN"";;;# # # # # # # # #;""956095419897057280"";https://twitter.com/MayonSolutions/status/956095419897057280",,,,,
";2018-01-24 17:00;1;2;""# Philippines: @ UNOCHA's snapshot of # Mayon # Volcano Eruption. On 22 January 2018"," PHIVOLCS raised an Alert Level 4 (hazardous eruption imminent) after a 10 km high ash column spewed out of the # volcano. http://bit.ly/2E5jpJA @ OCHAAsiaPacpic.twitter.com/oBZErASzkZ"";;@ @;# # # #;""956089233877471232"";https://twitter.com/reliefweb/status/956089233877471232",,,,,
";2018-01-24 15:07;0;0;""# Mayon # volcano # eruption: # Lava spewed 3km from crater as 50","000 take cover in shelters - Evening Standard # Philippineshttps://apple.news/AHjlv-6kjSXS0eVH13PLq_g …"";;;# # # # #;""956060788359401472"";https://twitter.com/SaveOurSparrows/status/956060788359401472",,,,,
";2018-01-24 15:06;0;0;""# Mayon # volcano # eruption: # Lava spewed 3km from crater as 50","000 take cover in shelters - Evening Standard # Philippines https://apple.news/AHjlv-6kjSXS0eVH13PLq_g …"";;;# # # # #;""956060680217604096"";https://twitter.com/PurpleChick820/status/956060680217604096",,,,,
";2018-01-24 14:34;12;5;""# Philippines volcan # Mayon éruption"," vidéo aérienne par @ AFPpic.twitter.com/UvaVORYTQ5"";;@;# #;""956052572040724480"";https://twitter.com/AsiaNews_FR/status/956052572040724480",,,,,
";2018-01-24 12:57;3;7;""# LibrengTawag", Charging, and Wi-Fi stations have been set up at Bagumbayan Central School, Legazpi, and Guinobatan East Elementary School, Guinobatan," to assist Albay residents who have evacuated their homes due to the eruption of Mt. # Mayon. # SafePH # MayonVolcano # MayonAlertpic.twitter.com/4p3JgSNV06"";;;# # # # #;""956028112625598470"";https://twitter.com/SmartNewsroom/status/956028112625598470"
";2018-01-24 11:45;9;15;""Mount # Mayon: According to authorities"," a violent eruption could be imminent. Read more here: http://at.wftv.com/2E3rC0F # MayonVolcano # Philippinespic.twitter.com/trY6iyeSky"";;;# # #;""956010008910712838"";https://twitter.com/IreneSans/status/956010008910712838",,,,,
";2018-01-24 10:10;0;1;""Mount # Mayon Eruption ""Close Up"" January 24 2018 6 am # VolcanoAlert # VolcanoDiscovery: http://youtu.be/uKbud0ToHdg?a via @ YouTube"";;@;# # #;""955986066896539649"";https://twitter.com/MeMy_SelfAndi/status/955986066896539649",,,,,,
";2018-01-24 10:07;0;0;""여행일정에 참고하세요 Mount # Mayon # volcano in # Philippines continues to spew lava", huge plumes of smoke. Huge," violent eruption warned within days http://xhne.ws/bRXzL pic.twitter.com/SdDEshxogr"";;;# # #;""955985439378124800"";https://twitter.com/qlstnfp/status/955985439378124800",,,,
";2018-01-24 07:18;0;0;""# Mayon volcano eruption in the Phillippines not too long ago. The pattern will continue for the next few weeks. https://fb.me/2ozpzXPOw"";;;#;""955942903075033094"";https://twitter.com/austinblakereed/status/955942903075033094",,,,,,
";2018-01-24 06:20;22;15;""At least 56 217 evacuated around Mayon volcano"," Philippines http://dlvr.it/QCSzkB # volcano # eruption # Mayon # Philippines"";;;# # # #;""955928162478665728"";https://twitter.com/TheWatchers_/status/955928162478665728",,,,,
";2018-01-24 06:17;0;0;""MultiView Volcano | Agung - Sinabung - Stromboli - Mayon - Popocatépetl ... # mayon # MayonVolcano # Mayon # volcano # eruption https://www.youtube.com/watch?v=3eYsRKkHuJM&feature=share …"";;;# # # # #;""955927544758403072"";https://twitter.com/HarleyHannah07/status/955927544758403072",,,,,,
";2018-01-24 04:40;0;0;""Earthquake & Tsunami Warning In Alaska", British Columbia. 6.4 Quake In Indonesia, Volcanic eruption in central Japan ski resort," Volcano Eruption in Philippines What a day already. # Mayon # Kustasu # Alaska # Indonesia"";;;# # # #;""955903065890017280"";https://twitter.com/ReloadPolitics/status/955903065890017280",,,
";2018-01-24 03:39;0;0;""""There is a possibility of a dangerous # eruption"," the start of which we are already witnessing"" https://ngbutok.com/2018/01/23/volcano-rains-ash-philippines-experts-warn-violent-eruption/ … # Volcano # Ash # Mayon # Environment"";;;# # # # #;""955887662375763968"";https://twitter.com/ngbutok/status/955887662375763968",,,,,
";2018-01-24 01:52;1;0;""Des dizaines de milliers de # Philippins fuient l'éruption du # volcan # Mayon # MayonVolcanohttp://huffp.st/pdBl9Tw"";;;# # # #;""955860825339777025"";https://twitter.com/puce57500/status/955860825339777025",,,,,,
";2018-01-24 00:39;0;0;""# ClimateChangeIsReal : Warning in # Philippines to 'evacuate or face death penalty' as # MayonVolcano threatens deadly eruption # Mayon # mayonvolcanoeruptionhttps://news.sky.com/story/warning-in-philippines-to-evacuate-or-face-death-penalty-as-mayon-volcano-threatens-deadly-eruption-11219540 …"";;;# # # # #;""955842381957353472"";https://twitter.com/jobinindia/status/955842381957353472",,,,,,
";2018-01-24 00:33;0;0;""# Mayon # Volcano Eruption 1-23-17 LVWOTWoF # Volcanowatch # VolcanoReport # LiveVolcanoes # VolcanoAlert: http://youtu.be/kFoIA-isEIg?a via"";;;# # # # # #;""955840926286364673"";https://twitter.com/MeMy_SelfAndi/status/955840926286364673",,,,,,
";2018-01-23 22:18;0;1;""# Mayon volcano eruption", Jan 23," 2018 (x16 speedup) https://www.youtube.com/watch?v=epfo0u_n47g …"";;;#;""955806989266964481"";https://twitter.com/noXforU/status/955806989266964481",,,,
";2018-01-23 22:12;2;1;""Vulkan # Mayon auf den # Philippinen: phreatomagmatische Eruption http://www.vulkane.net/blogmobil/mayon-phreatomagmatische-eruption/ … Etwa 50.000 Menschen evakuiert https://www.newscientist.com/article/2159202-huge-volcano-eruption-in-the-philippines-forces-mass-evacuation/?platform=hootsuite …"";;;# #;""955805332365770752"";https://twitter.com/noXforU/status/955805332365770752",,,,,,
";2018-01-23 21:40;1;1;""# Mayon Volcano eruption may be imminent pic.twitter.com/3lxpag0s5C"";;;#;""955797267469889536"";https://twitter.com/TomoNewsUS/status/955797267469889536",,,,,,
";2018-01-23 21:35;0;0;""# philippine Volcanic Earthquake Research Institute ALERT: 【Eruption warning Level 4】 Risk of # volcanic # eruption in # mayon of # luzon. # フィリピン 火山地震研究所 ALERT：【噴火警戒レベル４】 # ルソン島 の#マヨン火山でで#火山噴火 のおそれ。https://mobile.twitter.com/BBCWorld/status/955750462770302976 …"";;;# # # # # # # #マヨン火山でで #火山噴火;""955796254746750976"";https://twitter.com/miya_medi_fun/status/955796254746750976",,,,,,
";2018-01-23 21:00;4;6;""Philippines: menace d'éruption imminente du volcan # Mayon Plus d'infos >> http://tv5m.tv/yfrkw pic.twitter.com/jMHJTgZUGZ"";;;#;""955787344879243266"";https://twitter.com/TV5MONDE/status/955787344879243266",,,,,,
";2018-01-23 20:59;0;0;""# Watch as # Mayon # Volcano in # Albay spews # lava. It is now on # Strombolian # eruption"," producing frequent and... https://fb.me/9i0Ls9rU8"";;;# # # # # # #;""955787060421406720"";https://twitter.com/SeverinoPlanas/status/955787060421406720",,,,,
";2018-01-23 20:45;0;2;""Mayon volcano eruption caught on camera. Watch this. # MayonVolcano # Mayon # mayonvolcanoeruption https://youtu.be/lX6F59KCOzk via @ YouTube"";;@;# # #;""955783632739647488"";https://twitter.com/jeffirezone/status/955783632739647488",,,,,,
";2018-01-23 20:28;1;3;""# Volcano eruption in Japan # Philippines’s Mount # Mayon erupts # Earthquake in Indonesia Earthquake off # Alaska’s coast The Pacific rim is very active today!"";;;# # # # #;""955779151822077952"";https://twitter.com/MottaIT/status/955779151822077952",,,,,,
";2018-01-23 20:20;4;6;""Und auch auf den # Philippinen ruht die Erde nicht"," der Vulkan # Mayon spuckt Lava und Asche. Alarmstufe auf 4 gesetzt = gefährliche Eruption möglich. @ PhilRedCross verteilt Atemschutzmasken.https://twitter.com/philredcross/status/955695678428098562 …"";;@;# #;""955777173356535808"";https://twitter.com/roteskreuz_de/status/955777173356535808",,,,,
";2018-01-23 18:05;1;0;""Alert raised"," residents evacuated following new eruption from # Philippines' # Mayon volcano https://youtu.be/tKUBpeKrGgQ pic.twitter.com/lZN5ZMIDAZ"";;;# #;""955743403123163137"";https://twitter.com/CCTV_Plus/status/955743403123163137",,,,,
";2018-01-23 17:55;0;0;""# Mayon's most destructive eruption", in 1814, killed more than 1,"200 people and buried the town of Cagsawa in volcanic mud. The belfry of Cagsawa's stone church still juts from the ground in an eerie reminder of Mayon's fury. http://www.ibtimes.co.uk/mayon-volcano-photos-violent-eruption-imminent-days-hours-1656269 …pic.twitter.com/jxfxnrkIzS"";;;#;""955740852801953793"";https://twitter.com/davidsim/status/955740852801953793",,,
";2018-01-23 17:47;0;0;""Authorities raised the alert level at the restive # Mayon volcano in Albay province to 4 – which means a hazardous eruption is imminent | via @Panay_News http://www.panaynews.net/hazardous-eruption-looms/ …"";;@Panay_News;#;""955738671772090368"";https://twitter.com/dzlasafin/status/955738671772090368",,,,,,
";2018-01-23 17:45;2;4;""# Mayon volcano photos: Violent eruption 'imminent' in days or hours http://bit.ly/2DA3PJ7"";;;#;""955738299943063552"";https://twitter.com/IBTimesUK/status/955738299943063552",,,,,,
";2018-01-23 17:39;2;2;""# Mayon volcano photos: Violent eruption 'imminent' in days or hours http://ibt.uk/A6ws1"";;;#;""955736642345750528"";https://twitter.com/davidsim/status/955736642345750528",,,,,,
";2018-01-23 17:37;1;1;""Lava fountains shoot from Philippine volcano # Mayon # eruption # debris http://www.gulf-times.com/story/579144 pic.twitter.com/PHIUdGRywV"";;;# # #;""955736318314713088"";https://twitter.com/GulfTimes_QATAR/status/955736318314713088",,,,,,
";2018-01-23 17:02;0;0;""# Timelaps 9AM | 1.23.18 # Mayon Eruption 2018 https://fb.me/1KVrXVTzq"";;;# #;""955727473622347776"";https://twitter.com/yranoa/status/955727473622347776",,,,,,
";2018-01-23 16:41;1;1;""The 3rd Flash Update regarding Mt.Mayon eruption is available. We also present an overview of the volcano's notable eruptions and volcanic events since the 18th century. https://ahacentre.org/flash-update/flash-update-no-3-mayon-volcano-phreatic-eruption-philippines/ … # Mayon # bulkan # volcano # Philippines # Albay # OneASEAN # OneResponsepic.twitter.com/s0K7s1KPRR"";;;# # # # # # #;""955722053927149568"";https://twitter.com/AHACentre/status/955722053927149568",,,,,,
";2018-01-23 16:17;4;0;""Volcan # Mayon # Philippines Les autorités philippines mettent en garde contre une éruption explosive imminente du volcan Mayon en élevant le niveau d’alerte relatif de 3 à 4 sur une échelle de 5 https://twitter.com/FrenchEmbassyPH/status/955705417425924096 …pic.twitter.com/LhbuTSwZO0"";;;# #;""955716136854835201"";https://twitter.com/DirectActus/status/955716136854835201",,,,,,
";2018-01-23 14:57;11;22;""Morning flight to Mount Mayon 1/23/18 6:40 AM # mayonvolcano # mayoneruption # albay # bicol # mountmayon # mayon # legazpi # legazpicity # eruption # volcanopic.twitter.com/7Jh146pkkh"";;;# # # # # # # # # #;""955695909819400192"";https://twitter.com/Jethr0/status/955695909819400192",,,,,,
";2018-01-23 14:40;0;0;""Happening now. Thoughts & prayers with Albay. Today"," 1:20pm eruption. # mayon # MayonVolcano # eruption # Philippines Ht @ rafbanzuelapic.twitter.com/dqGPfg87ES"";;@;# # # #;""955691703087849472"";https://twitter.com/CurtisSChin/status/955691703087849472",,,,,
";2018-01-23 14:36;5;3;""Lave et cendres s'échappent du volcan le plus actif des # Philippines # Mayon crainte d'une éruption imminente par @ AFP # volcanpic.twitter.com/K6nz1ytDRL"";;@;# # #;""955690641488429056"";https://twitter.com/AsiaNews_FR/status/955690641488429056",,,,,,
";2018-01-23 14:34;0;0;""Today"," 1:20pm eruption. # mayon # MayonVolcano # eruption pic.twitter.com/qqkitZUvo6"";;;# # #;""955690103204016128"";https://twitter.com/rafbanzuela/status/955690103204016128",,,,,
";2018-01-23 13:09;2;7;""Just before 5AM. Mt. Mayon explodes as seen from Camalig", Albay,"Philippines. # volcano # explode # philippines # eruption # mayon # mtmayon # nature # natureismetal # naturelover # albay # camalig # skyline # stars # lava # lavaexplodespic.twitter.com/utjy5MQgzh"";;;# # # # # # # # # # # # # # #;""955668874627760129"";https://twitter.com/EarthAndWorld/status/955668874627760129",,,,
";2018-01-23 12:03;0;0;""Smart Network Advisory: # Mayon Eruption http://tracklix.com/addm pic.twitter.com/KO8LZrsH7d"";;;#;""955652286113615872"";https://twitter.com/kart_electric/status/955652286113615872",,,,,,
